rank,symbol,name,signal_date,last_bar_date,sample_count,expected_return_5d,probability_up_5d,train_window_5d,ridge_alpha_5d,validation_mae_5d,validation_direction_accuracy_5d,expected_return_10d,probability_up_10d,train_window_10d,ridge_alpha_10d,validation_mae_10d,validation_direction_accuracy_10d
551,000935,四川双马,2026-07-14,2026-07-14,518,0.02434554352913344,0.7,240,1.0,0.05210517359541446,0.6166666666666667,0.04708329438910898,0.7166666666666667,240,10.0,0.07393600929831466,0.6666666666666666
552,603155,新亚强,2026-07-14,2026-07-14,518,0.024341463947760735,0.7333333333333333,120,10.0,0.08427936183766963,0.6833333333333333,0.1825829996789946,0.9666666666666667,120,1.0,0.09660200639306592,0.7333333333333333
553,002963,豪尔赛,2026-07-14,2026-07-14,518,0.024305710971866342,0.6333333333333333,240,10.0,0.08929492937949772,0.6166666666666667,0.2190984002853814,0.9833333333333333,120,10.0,0.11818763981172592,0.7
554,002821,凯莱英,2026-07-14,2026-07-14,518,0.024211814543160865,0.6166666666666667,120,10.0,0.07519037599116192,0.6166666666666667,0.034943196943577975,0.5,120,1.0,0.09334078399678354,0.5833333333333334
555,003001,中岩大地,2026-07-14,2026-07-14,518,0.024196430556746595,0.6666666666666666,180,10.0,0.07025929401220085,0.7,-0.031900762663127115,0.3,180,10.0,0.07890257923133372,0.7833333333333333
556,603167,渤海轮渡,2026-07-14,2026-07-14,518,0.02413724255728103,0.8166666666666667,120,0.1,0.013794825868544603,0.7333333333333333,0.020454643998306203,0.6833333333333333,120,10.0,0.016957024993364163,0.6
557,000531,穗恒运Ａ,2026-07-14,2026-07-14,518,0.024057751240672727,0.5666666666666667,120,10.0,0.04816402631411997,0.5333333333333333,0.10914693539848444,0.7833333333333333,180,10.0,0.06717379024929016,0.5833333333333334
558,603578,三星新材,2026-07-14,2026-07-14,518,0.023955484605282976,0.6333333333333333,240,10.0,0.05258378714391953,0.7166666666666667,0.11002988564670259,0.9,240,0.1,0.051666796064222975,0.8666666666666667
559,603680,今创集团,2026-07-14,2026-07-14,518,0.023813277959020877,0.48333333333333334,180,10.0,0.05652129353598973,0.5833333333333334,0.06485756999454795,0.55,120,1.0,0.08391583169212757,0.7333333333333333
560,600052,东望时代,2026-07-14,2026-07-14,518,0.023798862534841238,0.75,120,10.0,0.04973755077634124,0.8166666666666667,0.034777636258217066,0.8,120,10.0,0.06309843647105544,0.7833333333333333
561,600580,卧龙电驱,2026-07-14,2026-07-14,518,0.023693677802599157,0.6333333333333333,120,10.0,0.04993588810124037,0.5666666666666667,-0.016201486063560006,0.38333333333333336,120,10.0,0.043924687879276704,0.7333333333333333
562,001330,博纳影业,2026-07-14,2026-07-14,518,0.023627334371098815,0.4166666666666667,240,10.0,0.10491432074218322,0.2833333333333333,0.06551715122821991,0.5,120,10.0,0.1483127226871893,0.5333333333333333
563,601588,北辰实业,2026-07-14,2026-07-14,518,0.023517600886197875,0.5166666666666667,240,10.0,0.06342130082949037,0.5833333333333334,0.036324439044135556,0.65,120,1.0,0.06993874851482601,0.6666666666666666
564,601799,星宇股份,2026-07-14,2026-07-14,518,0.023322811076807552,0.4666666666666667,180,0.1,0.05892480388034234,0.55,0.003305653117119365,0.3333333333333333,180,1.0,0.06144873393852153,0.7666666666666667
565,002895,川恒股份,2026-07-14,2026-07-14,518,0.023249875784025122,0.5166666666666667,240,0.1,0.04689144702500767,0.48333333333333334,0.015951504616629503,0.4,240,0.1,0.0504865842572267,0.5833333333333334
566,601666,平煤股份,2026-07-14,2026-07-14,518,0.023226046521792335,0.5833333333333334,120,0.1,0.05479951292496457,0.7,0.028482886535600802,0.6,120,10.0,0.06837667422638795,0.7166666666666667
567,603220,中贝通信,2026-07-14,2026-07-14,518,0.023209481082828186,0.45,180,10.0,0.08020229153606032,0.5666666666666667,0.041955816854772086,0.4,180,10.0,0.12926863182187814,0.55
568,000573,粤宏远Ａ,2026-07-14,2026-07-14,518,0.023198130096548628,0.5333333333333333,120,10.0,0.049332898678345685,0.45,0.014473784721542093,0.5,120,10.0,0.06818422635383427,0.6
569,603856,东宏股份,2026-07-14,2026-07-14,518,0.023041296419587975,0.65,240,10.0,0.039404735205084515,0.4666666666666667,0.038287944030895645,0.7333333333333333,240,10.0,0.049287552945761696,0.5
570,600356,恒丰纸业,2026-07-14,2026-07-14,509,0.023013429386185256,0.6333333333333333,120,1.0,0.029447724436516148,0.7666666666666667,0.05553748603592078,0.8,120,0.1,0.04267670471670227,0.7666666666666667
571,001360,南矿集团,2026-07-14,2026-07-14,518,0.022959788424812347,0.4666666666666667,240,0.1,0.07951405316337437,0.5166666666666667,0.03074675104055065,0.5166666666666667,240,0.1,0.07264513171913871,0.6166666666666667
572,001391,国货航,2026-07-14,2026-07-14,371,0.022919981916786347,0.6166666666666667,120,1.0,0.02320280194532209,0.7166666666666667,0.07456071849104004,0.9333333333333333,120,1.0,0.027837593821450804,0.7666666666666667
573,600099,林海股份,2026-07-14,2026-07-14,518,0.022869783998535044,0.5333333333333333,120,1.0,0.03413081120722021,0.7166666666666667,0.044703036511670395,0.7,120,0.1,0.04534455799483144,0.7833333333333333
574,002832,比音勒芬,2026-07-14,2026-07-14,518,0.02278286527449805,0.6,120,10.0,0.03680313633690622,0.6333333333333333,0.05451081646869065,0.7166666666666667,120,10.0,0.05049103751358687,0.7333333333333333
575,002582,好想你,2026-07-14,2026-07-14,518,0.022625770605283743,0.4666666666666667,120,10.0,0.040857026461408805,0.65,0.05190607543345961,0.4,240,10.0,0.07489557240783919,0.5166666666666667
576,603356,华菱精工,2026-07-14,2026-07-14,513,0.02251633662055021,0.4666666666666667,240,10.0,0.05008159118440582,0.5,-0.04975627237171331,0.16666666666666666,120,10.0,0.07130856288194123,0.55
577,002069,獐子岛,2026-07-14,2026-07-14,518,0.0222920959006675,0.5333333333333333,120,0.1,0.029132082520714163,0.5333333333333333,0.028347727957625028,0.4666666666666667,120,0.1,0.04028872285842755,0.6833333333333333
578,002741,光华科技,2026-07-14,2026-07-14,518,0.02227923930267721,0.6166666666666667,240,10.0,0.10629040758828996,0.6166666666666667,0.08196404112401667,0.85,240,10.0,0.1574735442893678,0.7333333333333333
579,603052,可川科技,2026-07-14,2026-07-14,518,0.02225967262169224,0.36666666666666664,180,10.0,0.11225361672484231,0.4166666666666667,0.11763149429982439,0.5833333333333334,180,1.0,0.15115512791056876,0.5166666666666667
580,600482,中国动力,2026-07-14,2026-07-14,508,0.022183503324758134,0.4666666666666667,120,10.0,0.07042867561974415,0.5166666666666667,-0.00669869984828992,0.2833333333333333,120,10.0,0.08869826163695874,0.4666666666666667
581,605228,神通科技,2026-07-14,2026-07-14,518,0.022129976457073836,0.6166666666666667,120,10.0,0.03481933756644927,0.5833333333333334,0.008989753719802825,0.65,120,1.0,0.037409135561847065,0.8833333333333333
582,600262,北方股份,2026-07-14,2026-07-14,518,0.022124759067506196,0.45,120,10.0,0.05303411611457708,0.4666666666666667,0.03345573180000659,0.35,120,10.0,0.06970383917400476,0.4666666666666667
583,601061,中信金属,2026-07-14,2026-07-14,518,0.02208857750923084,0.4666666666666667,120,10.0,0.055899402478942414,0.6166666666666667,0.04886390370888792,0.6,120,1.0,0.06706976577750132,0.7333333333333333
584,002635,安洁科技,2026-07-14,2026-07-14,518,0.022083700962610753,0.7,120,1.0,0.06624648679681228,0.6833333333333333,0.18059835783783418,1.0,120,1.0,0.06656614460097611,0.6833333333333333
585,603429,集友股份,2026-07-14,2026-07-14,517,0.022066797913891628,0.4166666666666667,240,10.0,0.06759534712762426,0.4,0.14665132248713328,0.8,120,10.0,0.08142467717280051,0.5833333333333334
586,001209,洪兴股份,2026-07-14,2026-07-14,518,0.022058408178008453,0.31666666666666665,240,10.0,0.05460309174450731,0.4166666666666667,0.034661381298183476,0.21666666666666667,120,10.0,0.09157921943211027,0.45
587,600011,华能国际,2026-07-14,2026-07-14,518,0.022034523715666145,0.6666666666666666,240,0.1,0.04703786832369709,0.7166666666666667,0.03495769322457994,0.7166666666666667,180,10.0,0.0600915922163413,0.8
588,002856,美芝股份,2026-07-14,2026-07-14,517,0.02196990465253154,0.6666666666666666,180,0.1,0.07957339295757417,0.8666666666666667,-0.009139010373900656,0.6166666666666667,180,0.1,0.10879895657429246,0.9333333333333333
589,002408,齐翔腾达,2026-07-14,2026-07-14,518,0.02196865188250909,0.4,240,0.1,0.04680590363865689,0.5333333333333333,-0.005630264173945007,0.08333333333333333,120,1.0,0.05712329817527029,0.5666666666666667
590,002465,海格通信,2026-07-14,2026-07-14,518,0.021920315030747244,0.5166666666666667,240,10.0,0.07237334850808273,0.4666666666666667,-0.01882683371399141,0.2833333333333333,240,10.0,0.08775650775955773,0.5166666666666667
591,002142,宁波银行,2026-07-14,2026-07-14,518,0.021912547881435818,0.7,180,0.1,0.023345532882806226,0.6333333333333333,0.04945365322032587,0.85,180,0.1,0.032900097042695385,0.5833333333333334
592,600178,东安动力,2026-07-14,2026-07-14,518,0.02186306960369066,0.48333333333333334,120,10.0,0.05459777582024793,0.6166666666666667,0.006015244511316863,0.36666666666666664,120,10.0,0.05939345949022828,0.6833333333333333
593,000100,TCL科技,2026-07-14,2026-07-14,518,0.021810799183740896,0.7833333333333333,240,10.0,0.05730669168068679,0.45,0.026777882397870816,0.7833333333333333,240,0.1,0.06215292448707884,0.5166666666666667
594,002602,世纪华通,2026-07-14,2026-07-14,516,0.021775215307281923,0.5,120,10.0,0.044567665636244064,0.4666666666666667,0.03882996688564701,0.48333333333333334,120,10.0,0.06580769365989776,0.4166666666666667
595,600520,三佳科技,2026-07-14,2026-07-14,513,0.021758788325009375,0.8,180,1.0,0.07435182619466357,0.6166666666666667,0.1810934212001898,1.0,180,0.1,0.09742413062243747,0.7833333333333333
596,002763,汇洁股份,2026-07-14,2026-07-14,518,0.02170762706229338,0.5,120,10.0,0.0462614254575552,0.6333333333333333,0.11261441498749741,0.8666666666666667,120,1.0,0.055246925117962656,0.6833333333333333
597,603885,吉祥航空,2026-07-14,2026-07-14,518,0.02164724981821679,0.4666666666666667,180,10.0,0.0439600575482335,0.65,0.00775801952830904,0.35,180,10.0,0.05138015883902499,0.5833333333333334
598,600448,华纺股份,2026-07-14,2026-07-14,518,0.021612145536418055,0.7,120,0.1,0.030157435407880785,0.7666666666666667,0.03771852567530937,0.7166666666666667,120,0.1,0.039833843220825275,0.8666666666666667
599,601069,西部黄金,2026-07-14,2026-07-14,518,0.021577546210806958,0.36666666666666664,120,0.1,0.07726499724413452,0.55,0.027995988106891235,0.4166666666666667,120,0.1,0.09435640347490311,0.5
600,002459,晶澳科技,2026-07-14,2026-07-14,518,0.021557735950609204,0.43333333333333335,120,10.0,0.052787289891454724,0.6,-0.03097298857534091,0.11666666666666667,180,10.0,0.06371165762200735,0.5666666666666667
601,605020,永和股份,2026-07-14,2026-07-14,518,0.02150679802422508,0.8333333333333334,120,10.0,0.07655151170777402,0.6166666666666667,0.2861739548677335,1.0,120,0.1,0.09505316119837873,0.7166666666666667
602,002891,中宠股份,2026-07-14,2026-07-14,518,0.021503517909051723,0.5333333333333333,120,1.0,0.04734586023291561,0.6166666666666667,0.02630662908674255,0.6333333333333333,120,0.1,0.04682541862816455,0.8666666666666667
603,002608,江苏国信,2026-07-14,2026-07-14,518,0.021452299373733174,0.5333333333333333,240,10.0,0.06559153465001669,0.6166666666666667,0.0961862582989873,0.8,120,10.0,0.07450812685686156,0.75
604,603122,合富中国,2026-07-14,2026-07-14,515,0.0213955811970975,0.5166666666666667,240,0.1,0.05122487853453634,0.6333333333333333,0.046193656368661455,0.36666666666666664,240,10.0,0.13134612034395193,0.43333333333333335
605,002157,正邦科技,2026-07-14,2026-07-14,517,0.021381789770445758,0.4666666666666667,120,10.0,0.04545819379341596,0.5166666666666667,-0.029162891622532675,0.18333333333333332,180,0.1,0.04693638340086766,0.5666666666666667
606,000570,苏常柴Ａ,2026-07-14,2026-07-14,518,0.021351839209066414,0.55,120,10.0,0.047608746719384656,0.4666666666666667,0.14747772807029275,0.9666666666666667,120,1.0,0.06969808358595322,0.5333333333333333
607,001317,三羊马,2026-07-14,2026-07-14,518,0.02133732509193001,0.65,240,10.0,0.06558586955370978,0.6333333333333333,0.09649564269398056,0.8333333333333334,180,10.0,0.08207472993624416,0.8
608,605365,立达信,2026-07-14,2026-07-14,518,0.02130090498099624,0.43333333333333335,120,10.0,0.07692374043643511,0.65,0.19076649516755007,0.9,120,0.1,0.11603710135782519,0.65
609,603585,苏利股份,2026-07-14,2026-07-14,518,0.0212412312242005,0.23333333333333334,240,0.1,0.09410373958506674,0.4666666666666667,-0.06681757489650662,0.03333333333333333,240,0.1,0.13293789862188846,0.5
610,600711,盛屯矿业,2026-07-14,2026-07-14,516,0.02116764319564743,0.43333333333333335,120,10.0,0.06776660176572216,0.6,0.015886739979101776,0.2833333333333333,120,10.0,0.10075074687248661,0.4666666666666667
611,603383,顶点软件,2026-07-14,2026-07-14,518,0.02110858856355005,0.6666666666666666,120,10.0,0.03144455404707437,0.6833333333333333,0.08499295749129637,0.9833333333333333,180,10.0,0.0473551528184299,0.6666666666666666
612,002242,九阳股份,2026-07-14,2026-07-14,518,0.021050867876322515,0.4166666666666667,240,10.0,0.053445142635052734,0.48333333333333334,0.03625582328021866,0.5333333333333333,240,10.0,0.07858145350787263,0.65
613,603329,上海雅仕,2026-07-14,2026-07-14,518,0.021004716986584668,0.7333333333333333,120,10.0,0.026657001068690588,0.8333333333333334,0.060168459045633,1.0,120,0.1,0.035540575704296654,0.8666666666666667
614,000959,首钢股份,2026-07-14,2026-07-14,508,0.02096150176942057,0.55,180,10.0,0.051787967484021376,0.6166666666666667,0.11350607621621966,0.8666666666666667,120,10.0,0.06445558601384786,0.6666666666666666
615,603409,汇通控股,2026-07-14,2026-07-14,332,0.020837174456594134,0.6333333333333333,180,1.0,0.08668955656395536,0.7166666666666667,0.5664311634063782,1.0,120,0.1,0.11831598673730834,0.8
616,002314,南山控股,2026-07-14,2026-07-14,518,0.02055907998539592,0.48333333333333334,120,10.0,0.04769870127158294,0.6,0.044506635643494524,0.7166666666666667,120,10.0,0.046940636289613855,0.7
617,603153,上海建科,2026-07-14,2026-07-14,518,0.020541119212594366,0.65,120,0.1,0.025692541131528062,0.6666666666666666,0.03360770058434155,0.6166666666666667,120,0.1,0.03496180191169767,0.6666666666666666
618,603666,亿嘉和,2026-07-14,2026-07-14,518,0.020462255199745833,0.7666666666666667,120,1.0,0.044389548951321786,0.7333333333333333,0.05862346298626284,0.9,180,0.1,0.050061797288592544,0.8166666666666667
619,601118,海南橡胶,2026-07-14,2026-07-14,518,0.020420645311757545,0.5,240,10.0,0.0620463450754488,0.6166666666666667,0.02266201656611276,0.26666666666666666,120,10.0,0.0818273635764411,0.6
620,600678,四川金顶,2026-07-14,2026-07-14,517,0.020305143720606968,0.5666666666666667,180,10.0,0.09186265124686893,0.6166666666666667,0.013467089342123671,0.55,120,10.0,0.12385446350178286,0.6
621,000099,中信海直,2026-07-14,2026-07-14,518,0.020299850187695832,0.55,240,0.1,0.03433134348870314,0.8,0.023052725099243353,0.5,240,0.1,0.04594747304131966,0.7666666666666667
622,600241,时代万恒,2026-07-14,2026-07-14,518,0.020289925617448728,0.6166666666666667,120,1.0,0.03736664871831043,0.6833333333333333,-0.015582250732115109,0.36666666666666664,180,0.1,0.0520693119077273,0.7666666666666667
623,002527,新时达,2026-07-14,2026-07-14,513,0.020230316369424864,0.5,120,10.0,0.05094676452053976,0.55,-0.020462678905105246,0.38333333333333336,120,10.0,0.053254421708251905,0.6833333333333333
624,002793,罗欣药业,2026-07-14,2026-07-14,518,0.02009759638364744,0.5833333333333334,120,10.0,0.052123185018232425,0.5833333333333334,0.15565053227917922,1.0,120,1.0,0.07460016304800439,0.65
625,002164,宁波东力,2026-07-14,2026-07-14,518,0.020011902727205603,0.43333333333333335,120,10.0,0.06641113067078273,0.6,-0.05761240496465476,0.1,240,10.0,0.07481054604276197,0.5833333333333334
626,002085,万丰奥威,2026-07-14,2026-07-14,518,0.01998975681544508,0.43333333333333335,240,0.1,0.04826109104578456,0.7,-0.010988420214086431,0.3,240,0.1,0.05716617729681337,0.7166666666666667
627,600366,宁波韵升,2026-07-14,2026-07-14,518,0.0199879760044467,0.7166666666666667,120,10.0,0.05318364080911681,0.6,-0.06349697686692696,0.26666666666666666,120,0.1,0.0637257575614254,0.65
628,600115,中国东航,2026-07-14,2026-07-14,518,0.01994843147059672,0.5666666666666667,180,10.0,0.0432702075575522,0.7166666666666667,-0.005327278237529407,0.4666666666666667,240,10.0,0.04519000102225563,0.6333333333333333
629,000514,渝 开 发,2026-07-14,2026-07-14,518,0.01994267505261885,0.5833333333333334,120,1.0,0.029934757006410257,0.8166666666666667,0.07281195933895734,0.9166666666666666,120,0.1,0.03509912586755873,0.9166666666666666
630,603809,豪能股份,2026-07-14,2026-07-14,518,0.019918001899278077,0.6166666666666667,120,0.1,0.03474291406026764,0.7166666666666667,0.06606762977651133,0.9666666666666667,120,0.1,0.03195178040973055,0.7833333333333333
631,000826,启迪环境,2026-07-14,2026-07-14,517,0.0198743295565246,0.6333333333333333,120,1.0,0.0526374385994338,0.6166666666666667,0.03516654750412236,0.7166666666666667,120,0.1,0.05430899580770572,0.7166666666666667
632,600756,浪潮软件,2026-07-14,2026-07-14,518,0.01980255084714646,0.48333333333333334,240,10.0,0.05151051517260014,0.4666666666666667,-0.037653727832764716,0.15,240,0.1,0.06916018783735182,0.5333333333333333
633,002534,西子洁能,2026-07-14,2026-07-14,518,0.019723579369347977,0.5333333333333333,240,10.0,0.06034782974620294,0.6666666666666666,0.01609667318935138,0.5,120,10.0,0.07578636078258996,0.65
634,603650,彤程新材,2026-07-14,2026-07-14,518,0.019667228392574673,0.6166666666666667,180,1.0,0.0675752716520766,0.7333333333333333,0.22473160034484868,1.0,180,10.0,0.1008289313497719,0.85
635,002333,罗普斯金,2026-07-14,2026-07-14,518,0.01955163200732595,0.38333333333333336,120,10.0,0.041122310308470286,0.4666666666666667,0.018787134467315142,0.3,120,10.0,0.046339185492214635,0.55
636,002948,青岛银行,2026-07-14,2026-07-14,518,0.019551104505693605,0.6,240,10.0,0.03874570475698953,0.55,0.03034715156066326,0.7,240,10.0,0.04853581460672713,0.6833333333333333
637,002558,巨人网络,2026-07-14,2026-07-14,518,0.01954530453702646,0.65,120,10.0,0.05246591663311287,0.5833333333333334,0.06951292803485373,0.85,120,0.1,0.07568533847488992,0.6666666666666666
638,603120,肯特催化,2026-07-14,2026-07-14,302,0.019515496210354533,0.7,120,1.0,0.07199116578078338,0.6666666666666666,0.030908341199333816,0.8833333333333333,120,10.0,0.09973808129964645,0.6833333333333333
639,001202,炬申股份,2026-07-14,2026-07-14,518,0.0194441961711771,0.4,120,10.0,0.03590089788338094,0.35,0.03049589721319907,0.3333333333333333,120,10.0,0.057303846984431,0.55
640,600633,浙数文化,2026-07-14,2026-07-14,518,0.019440907884982896,0.55,180,10.0,0.03456573169827592,0.7166666666666667,0.05457344086774703,0.7,180,10.0,0.05052820918386498,0.8166666666666667
641,603966,法兰泰克,2026-07-14,2026-07-14,515,0.019396395782218325,0.36666666666666664,180,10.0,0.0724204531204565,0.55,0.07950546330323088,0.5166666666666667,180,10.0,0.11486390147406213,0.5333333333333333
642,000553,安道麦A,2026-07-14,2026-07-14,518,0.019391564201625952,0.5333333333333333,180,10.0,0.05175187097042646,0.5166666666666667,0.024532409355401193,0.4666666666666667,180,10.0,0.06762288187062679,0.5666666666666667
643,603285,键邦股份,2026-07-14,2026-07-14,490,0.019347506431791513,0.6333333333333333,120,10.0,0.08787189348287462,0.6333333333333333,0.3525109941836775,0.9833333333333333,120,0.1,0.11393518947815513,0.7666666666666667
644,603379,三美股份,2026-07-14,2026-07-14,518,0.019293516557924974,0.6,240,10.0,0.07097716895376911,0.5,0.08246901835514367,0.85,120,10.0,0.07902637831570876,0.5666666666666667
645,002886,沃特股份,2026-07-14,2026-07-14,518,0.01928575273307908,0.6666666666666666,240,0.1,0.07169958444452212,0.5833333333333334,0.10125146112029443,0.9166666666666666,240,0.1,0.08186998453484112,0.8
646,605016,百龙创园,2026-07-14,2026-07-14,518,0.0192418130338579,0.5333333333333333,180,10.0,0.039010559570129534,0.6,0.07138428516995288,0.7833333333333333,180,10.0,0.057011421182442894,0.5666666666666667
647,002107,沃华医药,2026-07-14,2026-07-14,518,0.019178833136621394,0.2833333333333333,120,10.0,0.045526345034342906,0.55,0.0627578253862312,0.45,120,10.0,0.0756009724271693,0.4666666666666667
648,000026,飞亚达,2026-07-14,2026-07-14,518,0.01903574865668802,0.5166666666666667,120,10.0,0.08723756682303883,0.4,0.17696399523398285,0.9666666666666667,120,0.1,0.10054658372242348,0.7333333333333333
649,000737,北方铜业,2026-07-14,2026-07-14,518,0.01894987867018584,0.5166666666666667,120,10.0,0.06112260627179235,0.5666666666666667,0.006753699164188116,0.4,120,10.0,0.05695556246146287,0.6666666666666666
650,603637,镇海股份,2026-07-14,2026-07-14,518,0.018882347093460712,0.4666666666666667,120,10.0,0.09166691859604989,0.6333333333333333,0.0476565899955859,0.55,120,10.0,0.12237694984713503,0.7333333333333333
651,002771,真视通,2026-07-14,2026-07-14,518,0.018875559558367578,0.4666666666666667,240,10.0,0.07497836076696626,0.75,-0.06998892364769127,0.11666666666666667,120,0.1,0.06739084978631225,0.75
652,000158,常山北明,2026-07-14,2026-07-14,518,0.018864236802996207,0.5666666666666667,120,10.0,0.033578199245402965,0.75,0.010138127662256358,0.36666666666666664,120,10.0,0.037882629723057115,0.7833333333333333
653,002042,华孚时尚,2026-07-14,2026-07-14,518,0.01878835511318786,0.5333333333333333,120,10.0,0.05739740047094746,0.6166666666666667,0.07633721815964495,0.65,120,1.0,0.0856428866939006,0.5333333333333333
654,601963,重庆银行,2026-07-14,2026-07-14,518,0.018680160193630398,0.6666666666666666,180,0.1,0.03328654927765339,0.7166666666666667,0.022438795822415272,0.6333333333333333,180,0.1,0.05569097297414531,0.7166666666666667
655,000425,徐工机械,2026-07-14,2026-07-14,518,0.018673156619472317,0.6166666666666667,120,10.0,0.04477280475406328,0.5333333333333333,0.004392360136577542,0.5,120,10.0,0.04856711714324356,0.7333333333333333
656,603228,景旺电子,2026-07-14,2026-07-14,518,0.018656040016463774,0.5666666666666667,240,0.1,0.0719013811068837,0.5833333333333334,0.030062658099802707,0.5333333333333333,240,10.0,0.09166536643379541,0.65
657,000987,越秀资本,2026-07-14,2026-07-14,518,0.018638271232502286,0.45,180,10.0,0.04344233014405597,0.6,0.014005842700855807,0.3333333333333333,240,10.0,0.07197582212887511,0.43333333333333335
658,603139,康惠股份,2026-07-14,2026-07-14,516,0.01852333458035648,0.5333333333333333,120,10.0,0.06395737732896775,0.6666666666666666,0.11314591493013967,0.85,120,10.0,0.08967224264169579,0.7333333333333333
659,600973,宝胜股份,2026-07-14,2026-07-14,518,0.018434665184349486,0.5,180,10.0,0.05286396584115199,0.5333333333333333,0.040626169882765135,0.43333333333333335,180,10.0,0.07490243564568949,0.4666666666666667
660,000631,顺发恒能,2026-07-14,2026-07-14,518,0.018416489305818934,0.43333333333333335,240,10.0,0.03336708752498127,0.6666666666666666,-0.003006773348678416,0.31666666666666665,180,0.1,0.03643001954712128,0.7833333333333333
661,002136,安 纳 达,2026-07-14,2026-07-14,518,0.01837052049227751,0.5166666666666667,120,10.0,0.04435651272575543,0.8333333333333334,0.042309910323083164,0.55,120,10.0,0.06061299844073788,0.9
662,600770,综艺股份,2026-07-14,2026-07-14,518,0.018333990051410027,0.6166666666666667,240,10.0,0.06718017721991794,0.8,0.04150870257505496,0.7166666666666667,240,0.1,0.08093627654988199,0.8666666666666667
663,601881,中国银河,2026-07-14,2026-07-14,518,0.018324334857161204,0.7833333333333333,240,0.1,0.023702829276958947,0.6,0.04980250499349013,1.0,240,10.0,0.024831411750403775,0.7
664,605303,园林股份,2026-07-14,2026-07-14,518,0.018112045364716237,0.5166666666666667,180,1.0,0.0951955292113949,0.7166666666666667,0.21922377229306847,0.9833333333333333,120,1.0,0.11929769849675562,0.6833333333333333
665,000629,钒钛股份,2026-07-14,2026-07-14,518,0.018004610518908594,0.5166666666666667,120,10.0,0.04969730546550651,0.6,0.03327776019844569,0.5166666666666667,120,10.0,0.06608625516759231,0.5
666,002141,贤丰控股,2026-07-14,2026-07-14,517,0.017980158353120564,0.4166666666666667,120,10.0,0.07941491582851419,0.5666666666666667,0.015126982645263628,0.48333333333333334,120,0.1,0.11100187337873574,0.5333333333333333
667,002580,圣阳股份,2026-07-14,2026-07-14,518,0.017951594395162442,0.25,180,10.0,0.16601286814218924,0.48333333333333334,0.061483911422065995,0.48333333333333334,180,0.1,0.17679684101915916,0.7
668,600319,亚星化学,2026-07-14,2026-07-14,508,0.017793215054974495,0.5666666666666667,120,10.0,0.036346512408156326,0.6666666666666666,0.034081310217892846,0.6166666666666667,120,0.1,0.042486115592078516,0.85
669,002335,科华数据,2026-07-14,2026-07-14,518,0.017702449400313906,0.48333333333333334,180,10.0,0.09609349677736594,0.55,0.13531700181283055,0.7333333333333333,180,10.0,0.13595393941187928,0.55
670,603030,全筑股份,2026-07-14,2026-07-14,517,0.017695593867533988,0.5,120,10.0,0.04884986567184619,0.65,0.11772335541378094,0.95,120,1.0,0.05845570301588634,0.8666666666666667
671,603322,超讯通信,2026-07-14,2026-07-14,518,0.01741957832711654,0.5,180,10.0,0.07427529182375571,0.4666666666666667,0.19577013364200951,1.0,120,10.0,0.10270716965635315,0.6666666666666666
672,600108,亚盛集团,2026-07-14,2026-07-14,518,0.017395786964107714,0.3,120,10.0,0.07253024059966148,0.5833333333333334,0.08937675180938519,0.48333333333333334,240,10.0,0.1196554361342598,0.35
673,600143,金发科技,2026-07-14,2026-07-14,518,0.01735037163945253,0.5833333333333334,120,10.0,0.03757724557811797,0.6,0.0428374923909387,0.8166666666666667,120,0.1,0.03000721853431302,0.7
674,002475,立讯精密,2026-07-14,2026-07-14,518,0.017342291893549733,0.5,240,10.0,0.06894340788966094,0.55,0.20610308021686502,0.95,120,0.1,0.08642381077602519,0.6833333333333333
675,000990,诚志股份,2026-07-14,2026-07-14,518,0.01719906899185253,0.35,120,10.0,0.07290328758598948,0.3333333333333333,0.2755889382175974,1.0,120,0.1,0.09839010150360283,0.55
676,000166,申万宏源,2026-07-14,2026-07-14,518,0.017173741879113014,0.7333333333333333,240,0.1,0.021086833763896192,0.5833333333333334,0.045397086924871224,1.0,180,10.0,0.0203745299377612,0.7166666666666667
677,600179,安通控股,2026-07-14,2026-07-14,508,0.017092683354285196,0.7,120,10.0,0.030909766894616744,0.75,0.0632561256839875,0.8166666666666667,240,10.0,0.04337147136338713,0.5333333333333333
678,000966,长源电力,2026-07-14,2026-07-14,518,0.017071950484554205,0.6833333333333333,120,1.0,0.05153958793023702,0.65,0.044661226122350905,0.7166666666666667,120,1.0,0.06792450105818068,0.8
679,601811,新华文轩,2026-07-14,2026-07-14,518,0.01706973386593015,0.4,240,10.0,0.029679804078399142,0.5333333333333333,0.026786779254044372,0.5333333333333333,180,10.0,0.04275319953829857,0.5166666666666667
680,603130,云中马,2026-07-14,2026-07-14,518,0.016874746467782864,0.4666666666666667,120,0.1,0.06382555896138742,0.6333333333333333,-0.05467780865706899,0.23333333333333334,120,10.0,0.08817958584426032,0.6833333333333333
681,001313,粤海饲料,2026-07-14,2026-07-14,518,0.016833620401546047,0.7166666666666667,120,10.0,0.051374115933814204,0.5,0.15089633963022792,0.9833333333333333,180,0.1,0.07473888135816129,0.6833333333333333
682,000050,深天马Ａ,2026-07-14,2026-07-14,518,0.016819884986441127,0.5,180,10.0,0.07473815608044022,0.55,0.17878499561452357,0.9833333333333333,240,0.1,0.07202386420939404,0.7166666666666667
